block_geoid,geometry,aland10,awater10,blockce10,countyfp10,funcstat10,geoid10,intptlat10,intptlon10,mtfcc10,name10,statefp10,tractce10,uace10,ur10
60750260042,"POLYGON ((-122.43534599999998 37.71537899999999, -122.43619500000001 37.715693, -122.437046 37.716007999999995, -122.43633099999998 37.71695299999999, -122.435157 37.71850800000001, -122.43398499999999 37.720063, -122.433185 37.71968100000001, -122.43238500000001 37.719298, -122.433555 37.717744, -122.43275400000002 37.71736, -122.43195300000001 37.716976, -122.431154 37.71659399999999, -122.432323 37.71503799999999, -122.432777 37.71443699999999, -122.433639 37.714752, -122.43449200000002 37.715064999999996, -122.43534599999998 37.71537899999999))",16581.0,0.0,2000,075,S,060750260042000,+37.7190938,-122.4341706,G5040,Block 2000,06,026004,,
60750260032,"POLYGON ((-122.431154 37.71659399999999, -122.43195300000001 37.716976, -122.43275400000002 37.71736, -122.433555 37.717744, -122.43238500000001 37.719298, -122.431205 37.720856, -122.43041200000002 37.72047800000001, -122.42959900000001 37.72009, -122.428805 37.71971200000001, -122.427993 37.71932499999998, -122.42719300000002 37.71894299999999, -122.42639 37.718561, -122.42667 37.71707799999999, -122.42669800000002 37.717046, -122.42684799999999 37.716651, -122.427189 37.715748, -122.428327 37.716006, -122.429255 37.71621299999999, -122.430206 37.71639400000001, -122.43066999999999 37.71645299999998, -122.43106700000001 37.71654899999999, -122.431154 37.71659399999999))",13503.0,0.0,2009,075,S,060750260032009,+37.7169411,-122.4292622,G5040,Block 2009,06,026003,,
60750260031,"POLYGON ((-122.428805 37.71971200000001, -122.42959900000001 37.72009, -122.43041200000002 37.72047800000001, -122.431205 37.720856, -122.430026 37.722398, -122.428837 37.72395499999998, -122.42807399999998 37.723591, -122.42725300000002 37.723200000000006, -122.426468 37.722826, -122.42564999999999 37.722435000000004, -122.42523899999999 37.72224, -122.424848 37.72205299999999, -122.42455499999998 37.721647999999995, -122.42547900000001 37.720233, -122.42582999999999 37.719302, -122.42597799999999 37.719107, -122.42639 37.718561, -122.42719300000002 37.71894299999999, -122.427993 37.71932499999998, -122.428805 37.71971200000001))",16253.0,0.0,1009,075,S,060750260031009,+37.7206729,-122.4286210,G5040,Block 1009,06,026003,,
60750260012,"POLYGON ((-122.434785 37.72044499999999, -122.43558500000002 37.72082699999999, -122.436385 37.721209, -122.43714999999999 37.72157499999998, -122.43646799999999 37.722465, -122.43603999999998 37.723044, -122.435977 37.72313, -122.43538499999998 37.72390899999999, -122.43531300000001 37.724005, -122.43487000000002 37.724588, -122.434798 37.724683, -122.43403300000001 37.724316, -122.43323100000002 37.723932000000005, -122.43243200000002 37.723549999999996, -122.431633 37.723167000000004, -122.430833 37.72278399999999, -122.430026 37.722398, -122.431205 37.720856, -122.43238500000001 37.719298, -122.433185 37.71968100000001, -122.43398499999999 37.720063, -122.434785 37.72044499999999))",16526.0,0.0,2002,075,S,060750260012002,+37.7229658,-122.4334192,G5040,Block 2002,06,026001,,
60750261001,"POLYGON ((-122.44088799999999 37.71828999999999, -122.44131799999998 37.718633999999994, -122.441877 37.719081, -122.442552 37.71962099999998, -122.44140100000001 37.719865, -122.440947 37.720183999999996, -122.44070100000002 37.72056799999999, -122.44047300000001 37.720934, -122.44010900000002 37.721517, -122.43976500000001 37.722069000000005, -122.43934999999999 37.72273299999999, -122.43880899999999 37.72360099999999, -122.438704 37.72364799999999, -122.438437 37.723672, -122.438355 37.723645, -122.43827 37.723676000000005, -122.437545 37.72373299999998, -122.437439 37.723715999999996, -122.43702000000002 37.723722999999985, -122.436449 37.723788, -122.43538499999998 37.72390899999999, -122.435977 37.72313, -122.43603999999998 37.723044, -122.43646799999999 37.722465, -122.43714999999999 37.72157499999998, -122.437209 37.72155, -122.43745699999998 37.721222, -122.437461 37.721164, -122.437533 37.721121999999994, -122.43831200000001 37.720093, -122.438329 37.720016, -122.43838900000002 37.719991000000014, -122.43885499999999 37.719374, -122.438863 37.71930899999999, -122.438922 37.719286, -122.43949700000002 37.718525, -122.4395 37.71846699999999, -122.43955700000002 37.718446, -122.440106 37.71771899999999, -122.44010700000001 37.717665, -122.44060999999999 37.718068, -122.44088799999999 37.71828999999999))",22874.0,0.0,1004,075,S,060750261001004,+37.7227407,-122.4386635,G5040,Block 1004,06,026100,,
60750255004,"POLYGON ((-122.438272 37.724469, -122.43793399999998 37.72509399999999, -122.436805 37.72716799999999, -122.43599099999999 37.72671899999999, -122.43398200000001 37.72576199999999, -122.43442600000002 37.72517499999999, -122.434798 37.724683, -122.43487000000002 37.724588, -122.43531300000001 37.724005, -122.43538499999998 37.72390899999999, -122.436449 37.723788, -122.43702000000002 37.723722999999985, -122.437439 37.723715999999996, -122.437545 37.72373299999998, -122.43827 37.723676000000005, -122.438355 37.723645, -122.438437 37.723672, -122.438704 37.72364799999999, -122.43880899999999 37.72360099999999, -122.43868400000001 37.723808999999996, -122.438272 37.724469))",18934.0,0.0,4000,075,S,060750255004000,+37.7259756,-122.4369720,G5040,Block 4000,06,025500,,
60750260011,"POLYGON ((-122.43243200000002 37.723549999999996, -122.43323100000002 37.723932000000005, -122.43403300000001 37.724316, -122.434798 37.724683, -122.43442600000002 37.72517499999999, -122.43398200000001 37.72576199999999, -122.433624 37.726236, -122.43335700000002 37.72658799999999, -122.432912 37.72717799999999, -122.43280800000001 37.727315, -122.432447 37.727637, -122.43176700000001 37.72731100000001, -122.43096499999999 37.72692599999999, -122.43017 37.726544, -122.43008 37.726663, -122.42927999999999 37.72628199999999, -122.42848199999999 37.72590099999999, -122.427684 37.725519999999996, -122.426912 37.725151, -122.42807399999998 37.723591, -122.428837 37.72395499999998, -122.430026 37.722398, -122.430833 37.72278399999999, -122.431633 37.723167000000004, -122.43243200000002 37.723549999999996))",15885.0,0.0,1011,075,S,060750260011011,+37.7245559,-122.4278756,G5040,Block 1011,06,026001,,
60750605023,"POLYGON ((-122.42376499999999 37.708341999999995, -122.42335299999999 37.709250999999995, -122.423442 37.709376, -122.423971 37.709678, -122.424417 37.71004700000002, -122.42455 37.710102, -122.42418200000002 37.710265, -122.423368 37.710302000000006, -122.423027 37.710377, -122.42281099999998 37.710511, -122.42241100000001 37.710971, -122.422241 37.711317, -122.420953 37.71101299999999, -122.41948900000001 37.710782, -122.418772 37.71073199999999, -122.41857699999998 37.71071699999999, -122.41784700000001 37.71073200000001, -122.417517 37.710692, -122.416648 37.71047299999999, -122.41688399999998 37.709949999999985, -122.417236 37.710057, -122.41765699999999 37.709471, -122.41850099999999 37.70970899999999, -122.41934800000001 37.70994699999999, -122.42008300000002 37.708310999999995, -122.42008200000001 37.708231, -122.422382 37.70823, -122.42378200000002 37.70823000000001, -122.42383600000002 37.70823300000001, -122.42389 37.708235999999985, -122.42376499999999 37.708341999999995))",45236.0,0.0,3001,075,S,060750605023001,+37.7103502,-122.4216808,G5040,Block 3001,06,060502,,
60750605022,"POLYGON ((-122.41757700000001 37.712301999999994, -122.41673899999999 37.712118, -122.416 37.71191499999999, -122.416648 37.71047299999999, -122.417517 37.710692, -122.41784700000001 37.71073200000001, -122.41857699999998 37.71071699999999, -122.418772 37.71073199999999, -122.41948900000001 37.710782, -122.420953 37.71101299999999, -122.422241 37.711317, -122.42212299999998 37.711718, -122.42196300000002 37.712018, -122.421632 37.712185000000005, -122.421475 37.71220099999999, -122.421321 37.712216, -122.419732 37.71196599999999, -122.41939300000001 37.711985999999996, -122.418766 37.711933, -122.418283 37.71234899999999, -122.418028 37.712334999999996, -122.41757700000001 37.712301999999994))",37450.0,0.0,2000,075,S,060750605022000,+37.7114544,-122.4175066,G5040,Block 2000,06,060502,,
60750605021,"POLYGON ((-122.421321 37.712216, -122.421475 37.71220099999999, -122.42122799999999 37.71331000000001, -122.420908 37.713773999999994, -122.420331 37.71396699999999, -122.41563499999998 37.71273299999999, -122.416 37.71191499999999, -122.41673899999999 37.712118, -122.41757700000001 37.712301999999994, -122.418028 37.712334999999996, -122.418283 37.71234899999999, -122.418766 37.711933, -122.41939300000001 37.711985999999996, -122.419732 37.71196599999999, -122.421321 37.712216))",47040.0,0.0,1000,075,S,060750605021000,+37.7129710,-122.4183697,G5040,Block 1000,06,060502,,
60750260022,"POLYGON ((-122.426468 37.722826, -122.42725300000002 37.723200000000006, -122.42807399999998 37.723591, -122.426912 37.725151, -122.425733 37.726708, -122.424199 37.72873599999999, -122.42374 37.72876, -122.423509 37.72820699999999, -122.423336 37.727792, -122.42312199999999 37.72727700000001, -122.42284000000001 37.726597, -122.422343 37.725395, -122.421847 37.724199000000006, -122.42283000000002 37.723943999999996, -122.42380700000001 37.723690999999995, -122.424848 37.72205299999999, -122.42523899999999 37.72224, -122.42564999999999 37.722435000000004, -122.426468 37.722826))",14410.0,0.0,2003,075,S,060750260022003,+37.7258808,-122.4231664,G5040,Block 2003,06,026002,,
60750256003,"POLYGON ((-122.418888 37.724966, -122.41987499999998 37.72471000000001, -122.42086100000002 37.724454, -122.421847 37.724199000000006, -122.422343 37.725395, -122.42284000000001 37.726597, -122.42312199999999 37.72727700000001, -122.423336 37.727792, -122.422345 37.728048, -122.421359 37.72830200000001, -122.420374 37.72855499999999, -122.41988299999998 37.72737000000001, -122.419386 37.72616899999998, -122.418888 37.724966))",12721.0,0.0,3001,075,S,060750256003001,+37.7275792,-122.4216059,G5040,Block 3001,06,025600,,
60750260021,"POLYGON ((-122.42927999999999 37.72628199999999, -122.43008 37.726663, -122.43017 37.726544, -122.43096499999999 37.72692599999999, -122.43176700000001 37.72731100000001, -122.432447 37.727637, -122.432363 37.727717, -122.43180100000002 37.728248999999984, -122.431294 37.72872999999999, -122.43039 37.728547000000006, -122.42866699999999 37.72853399999998, -122.42820900000001 37.72854499999999, -122.42758000000002 37.72856600000001, -122.426423 37.728617, -122.425964 37.728641, -122.42528999999999 37.728677, -122.42488 37.728699, -122.424199 37.72873599999999, -122.425733 37.726708, -122.426912 37.725151, -122.427684 37.725519999999996, -122.42848199999999 37.72590099999999, -122.42927999999999 37.72628199999999))",18605.0,0.0,1000,075,S,060750260021000,+37.7277957,-122.4254137,G5040,Block 1000,06,026002,,
60750256004,"POLYGON ((-122.431269 37.728806999999975, -122.430878 37.729209, -122.43080900000001 37.729228, -122.43080499999999 37.729284, -122.43026 37.729831999999995, -122.43018099999999 37.729859999999995, -122.430111 37.729931, -122.430105 37.72998799999999, -122.429378 37.73071999999999, -122.42930400000002 37.730742, -122.42839000000001 37.730789, -122.426267 37.73089699999999, -122.426144 37.73088099999999, -122.426084 37.730136, -122.426025 37.72939699999999, -122.423798 37.72950899999999, -122.422943 37.729242, -122.42250300000002 37.729262000000006, -122.42227600000001 37.729272, -122.42144099999999 37.729310999999996, -122.42072600000002 37.72934399999999, -122.420563 37.729385, -122.42058300000001 37.729302, -122.42042 37.729279999999996, -122.42056499999998 37.729014, -122.42052799999999 37.728927999999996, -122.420374 37.72855499999999, -122.421359 37.72830200000001, -122.422345 37.728048, -122.423336 37.727792, -122.423509 37.72820699999999, -122.42374 37.72876, -122.424199 37.72873599999999, -122.42488 37.728699, -122.42528999999999 37.728677, -122.425964 37.728641, -122.426423 37.728617, -122.42758000000002 37.72856600000001, -122.42820900000001 37.72854499999999, -122.42866699999999 37.72853399999998, -122.43039 37.728547000000006, -122.431294 37.72872999999999, -122.431269 37.728806999999975))",7195.0,0.0,4010,075,S,060750256004010,+37.7285081,-122.4220172,G5040,Block 4010,06,025600,,
60750256001,"POLYGON ((-122.426025 37.72939699999999, -122.426084 37.730136, -122.426144 37.73088099999999, -122.426267 37.73089699999999, -122.42839000000001 37.730789, -122.42930400000002 37.730742, -122.428873 37.73117499999999, -122.42868600000001 37.731365, -122.42820299999998 37.73185099999999, -122.428038 37.732016, -122.42734300000002 37.73186799999999, -122.427119 37.731826, -122.426391 37.73169, -122.42610400000001 37.73165099999999, -122.42556300000001 37.731578999999996, -122.42498600000002 37.73156000000001, -122.42464499999998 37.731549, -122.42455400000001 37.73154899999999, -122.42398199999998 37.73155199999999, -122.42392 37.731553, -122.42282 37.731640999999996, -122.42170299999998 37.73180699999999, -122.421715 37.731607999999994, -122.42172599999999 37.731438, -122.421731 37.731352, -122.42175300000001 37.73108499999999, -122.42094500000002 37.731308999999996, -122.42018500000002 37.731463, -122.41985000000001 37.73147600000001, -122.419514 37.73149, -122.419356 37.731439, -122.41927000000001 37.73132999999997, -122.41928200000001 37.73116400000001, -122.41937300000001 37.730430000000005, -122.419536 37.72912900000001, -122.41948599999999 37.729046000000004, -122.41938799999998 37.728809, -122.420374 37.72855499999999, -122.42052799999999 37.728927999999996, -122.42056499999998 37.729014, -122.42042 37.729279999999996, -122.42058300000001 37.729302, -122.420563 37.729385, -122.42072600000002 37.72934399999999, -122.42144099999999 37.729310999999996, -122.42227600000001 37.729272, -122.42250300000002 37.729262000000006, -122.422943 37.729242, -122.423798 37.72950899999999, -122.426025 37.72939699999999))",1471.0,0.0,1015,075,S,060750256001015,+37.7313223,-122.4258299,G5040,Block 1015,06,025600,,
60750254031,"POLYGON ((-122.425047 37.73212999999999, -122.42519899999999 37.73212899999999, -122.42550000000001 37.732053, -122.42578200000001 37.73193, -122.42591999999999 37.731815999999995, -122.426095 37.731671, -122.42610400000001 37.73165099999999, -122.426391 37.73169, -122.427119 37.731826, -122.42734300000002 37.73186799999999, -122.428038 37.732016, -122.427338 37.73272099999998, -122.426391 37.73367500000001, -122.42637500000001 37.733736, -122.42617500000001 37.733937999999995, -122.426115 37.73395399999999, -122.42740099999999 37.734506999999994, -122.42783899999999 37.73469399999999, -122.428354 37.734914999999994, -122.428437 37.734950999999995, -122.428573 37.735082000000006, -122.42801699999998 37.735444, -122.427874 37.735537, -122.42672200000001 37.736371999999996, -122.42654499999999 37.73626899999999, -122.42620899999999 37.73607399999999, -122.424595 37.735943999999996, -122.424466 37.736061, -122.423264 37.73596499999999, -122.42315200000002 37.735927999999966, -122.42268799999998 37.735205, -122.422602 37.73517699999999, -122.42227199999999 37.73515999999999, -122.422121 37.73515299999998, -122.42214700000001 37.734963, -122.42220499999999 37.734856999999984, -122.42228399999999 37.73478, -122.422547 37.73462, -122.422737 37.73449, -122.42287600000002 37.73436999999999, -122.422641 37.734182, -122.422514 37.73404899999998, -122.42237800000001 37.73384300000001, -122.422337 37.733668, -122.42226300000002 37.73347599999999, -122.422027 37.73314, -122.421849 37.732986, -122.421779 37.732884999999996, -122.42174100000001 37.732743, -122.42181999999998 37.732588, -122.421964 37.732433, -122.42259799999998 37.732308, -122.423195 37.732223, -122.42348600000001 37.732261, -122.42376899999998 37.73216300000001, -122.42427800000002 37.732133999999995, -122.425047 37.73212999999999))",11517.0,0.0,1017,075,S,060750254031017,+37.7326737,-122.4226528,G5040,Block 1017,06,025403,,
60750255006,"POLYGON ((-122.44732800000001 37.72300599999998, -122.447453 37.72300599999998, -122.447639 37.72300599999999, -122.447878 37.723004999999986, -122.44760099999999 37.723834999999994, -122.44758600000002 37.72387999999998, -122.44753399999999 37.724005000000005, -122.447237 37.72456899999999, -122.44720100000002 37.724637999999985, -122.446864 37.725213, -122.44639099999999 37.725863000000004, -122.446308 37.725978000000005, -122.44595299999999 37.72636500000001, -122.445724 37.72661299999999, -122.445603 37.726734, -122.445041 37.727295000000005, -122.444688 37.727582999999996, -122.444423 37.72779899999999, -122.44379099999999 37.72823299999999, -122.443664 37.728304, -122.443075 37.728634, -122.44272200000002 37.728793999999986, -122.44197 37.729136, -122.44180099999998 37.729202, -122.44122999999999 37.729423, -122.441135 37.729459999999996, -122.440781 37.729604999999985, -122.440256 37.72982, -122.44010199999998 37.72987799999999, -122.43948300000001 37.730111999999984, -122.4395 37.730167, -122.439558 37.73019099999998, -122.438541 37.73056800000001, -122.43819100000002 37.730698, -122.43701200000001 37.731117999999995, -122.43645 37.731333, -122.436133 37.73147000000001, -122.43589200000001 37.731577, -122.435601 37.73159599999999, -122.435404 37.731621999999994, -122.43516700000002 37.73165300000001, -122.43526199999998 37.731509, -122.435329 37.73140700000001, -122.43570500000001 37.73131299999999, -122.435887 37.731262, -122.43620899999999 37.731167000000006, -122.436147 37.73112100000001, -122.43600300000001 37.730999, -122.435852 37.73087199999999, -122.43573899999998 37.730775999999985, -122.435641 37.730693, -122.434677 37.729889, -122.435196 37.7293, -122.43575000000001 37.728671, -122.43637199999999 37.727964, -122.436805 37.72716799999999, -122.43793399999998 37.72509399999999, -122.438096 37.725151, -122.43876299999998 37.725508, -122.43918200000002 37.725732, -122.439617 37.725964999999995, -122.440517 37.726447, -122.440968 37.72668900000002, -122.441437 37.726939999999985, -122.44158199999998 37.72675899999999, -122.442387 37.725792999999996, -122.443066 37.724987999999996, -122.44401900000001 37.723842999999974, -122.444747 37.72296699999999, -122.444811 37.72299799999999, -122.44721700000001 37.722995999999995, -122.447272 37.722957, -122.44732800000001 37.72300599999998))",6797.0,0.0,6002,075,S,060750255006002,+37.7309695,-122.4371853,G5040,Block 6002,06,025500,,
60750255005,"POLYGON ((-122.44115199999999 37.72335999999999, -122.44243799999998 37.72321099999999, -122.44255400000002 37.72316799999999, -122.44265000000001 37.72317999999998, -122.443163 37.723121000000006, -122.44327400000002 37.723085000000005, -122.443378 37.723102, -122.444498 37.72297, -122.44460699999999 37.72297499999999, -122.444747 37.72296699999999, -122.44401900000001 37.723842999999974, -122.443066 37.724987999999996, -122.442387 37.725792999999996, -122.44158199999998 37.72675899999999, -122.441437 37.726939999999985, -122.440968 37.72668900000002, -122.440517 37.726447, -122.439617 37.725964999999995, -122.43918200000002 37.725732, -122.43876299999998 37.725508, -122.438096 37.725151, -122.43793399999998 37.72509399999999, -122.438272 37.724469, -122.43868400000001 37.723808999999996, -122.43880899999999 37.72360099999999, -122.43890399999998 37.72362, -122.439763 37.723521, -122.43985 37.723481, -122.439957 37.72349899999998, -122.440958 37.723383, -122.44104999999999 37.723342, -122.44115199999999 37.72335999999999))",4810.0,0.0,5003,075,S,060750255005003,+37.7251964,-122.4392218,G5040,Block 5003,06,025500,,
60750255003,"POLYGON ((-122.433624 37.726236, -122.43398200000001 37.72576199999999, -122.43599099999999 37.72671899999999, -122.436805 37.72716799999999, -122.43637199999999 37.727964, -122.43575000000001 37.728671, -122.435196 37.7293, -122.434677 37.729889, -122.434617 37.72981499999999, -122.433974 37.72930300000001, -122.43383200000001 37.72922, -122.43180100000002 37.728248999999984, -122.432363 37.727717, -122.432447 37.727637, -122.43280800000001 37.727315, -122.432912 37.72717799999999, -122.43335700000002 37.72658799999999, -122.433624 37.726236))",861.0,0.0,3001,075,S,060750255003001,+37.7290180,-122.4342266,G5040,Block 3001,06,025500,,
60750255002,"POLYGON ((-122.435641 37.730693, -122.43573899999998 37.730775999999985, -122.435852 37.73087199999999, -122.43600300000001 37.730999, -122.436147 37.73112100000001, -122.43620899999999 37.731167000000006, -122.435887 37.731262, -122.43570500000001 37.73131299999999, -122.435329 37.73140700000001, -122.43526199999998 37.731509, -122.43516700000002 37.73165300000001, -122.435404 37.731621999999994, -122.435601 37.73159599999999, -122.43589200000001 37.731577, -122.435425 37.731786, -122.435061 37.731965, -122.43491399999998 37.732037999999996, -122.434299 37.73231099999999, -122.43253500000002 37.733123, -122.432422 37.73317600000001, -122.43239900000002 37.73316299999998, -122.43220799999999 37.73305200000001, -122.432185 37.73303899999999, -122.432118 37.733001, -122.43208899999998 37.73298399999999, -122.431957 37.732994, -122.431983 37.732868, -122.431966 37.73264999999999, -122.43189000000001 37.732445999999996, -122.43184499999998 37.732272, -122.43184 37.73225399999999, -122.43179599999999 37.732081, -122.43168500000002 37.731652, -122.431393 37.731009, -122.431192 37.730568000000005, -122.43109300000002 37.730655999999996, -122.430947 37.730698999999994, -122.430945 37.73057800000001, -122.430833 37.730335, -122.430789 37.73023999999998, -122.43018099999999 37.729859999999995, -122.43026 37.729831999999995, -122.43080499999999 37.729284, -122.43080900000001 37.729228, -122.430878 37.729209, -122.431269 37.728806999999975, -122.431294 37.72872999999999, -122.43180100000002 37.728248999999984, -122.43383200000001 37.72922, -122.433974 37.72930300000001, -122.434617 37.72981499999999, -122.434677 37.729889, -122.435641 37.730693))",276.0,0.0,2008,075,S,060750255002008,+37.7321238,-122.4336744,G5040,Block 2008,06,025500,,
60750311001,"POLYGON ((-122.436133 37.73147000000001, -122.43645 37.731333, -122.43701200000001 37.731117999999995, -122.43819100000002 37.730698, -122.438541 37.73056800000001, -122.439558 37.73019099999998, -122.439686 37.730326, -122.43973500000001 37.730376, -122.439737 37.73073300000001, -122.43974299999999 37.731584000000005, -122.439748 37.73236799999999, -122.439752 37.733110999999994, -122.43962099999999 37.73311199999998, -122.43946 37.73308299999999, -122.43881600000002 37.73308699999999, -122.438646 37.733609000000015, -122.43855500000001 37.73388699999999, -122.43840800000001 37.734341, -122.438392 37.73442, -122.43751399999998 37.734246, -122.436752 37.734096, -122.43667299999998 37.73404, -122.43658 37.734068, -122.43592 37.733931, -122.43584 37.733875, -122.43573899999998 37.733898999999994, -122.435067 37.733782, -122.434996 37.733717999999996, -122.434899 37.733750999999984, -122.43423800000001 37.733626, -122.434145 37.73355000000001, -122.43402100000002 37.733588, -122.433201 37.733439, -122.432974 37.733311, -122.43280200000001 37.73334, -122.43257199999998 37.733242999999995, -122.43244800000001 37.733191, -122.432422 37.73317600000001, -122.43253500000002 37.733123, -122.434299 37.73231099999999, -122.43491399999998 37.732037999999996, -122.435061 37.731965, -122.435425 37.731786, -122.43589200000001 37.731577, -122.436133 37.73147000000001))",11936.0,0.0,1020,075,S,060750311001020,+37.7330756,-122.4356505,G5040,Block 1020,06,031100,,
60750255001,"POLYGON ((-122.431393 37.731009, -122.43168500000002 37.731652, -122.43179599999999 37.732081, -122.43184 37.73225399999999, -122.43184499999998 37.732272, -122.43189000000001 37.732445999999996, -122.431966 37.73264999999999, -122.431983 37.732868, -122.431957 37.732994, -122.43208899999998 37.73298399999999, -122.432118 37.733001, -122.432185 37.73303899999999, -122.43220799999999 37.73305200000001, -122.43239900000002 37.73316299999998, -122.432422 37.73317600000001, -122.430928 37.733867000000004, -122.430396 37.734121000000016, -122.42979900000002 37.73440599999999, -122.42960000000001 37.734518, -122.429391 37.734636000000016, -122.428843 37.73493199999997, -122.428607 37.73506, -122.428573 37.735082000000006, -122.428437 37.734950999999995, -122.428354 37.734914999999994, -122.42783899999999 37.73469399999999, -122.42740099999999 37.734506999999994, -122.426115 37.73395399999999, -122.42617500000001 37.733937999999995, -122.42637500000001 37.733736, -122.426391 37.73367500000001, -122.427338 37.73272099999998, -122.428038 37.732016, -122.42820299999998 37.73185099999999, -122.42868600000001 37.731365, -122.428873 37.73117499999999, -122.42930400000002 37.730742, -122.429378 37.73071999999999, -122.430105 37.72998799999999, -122.430111 37.729931, -122.43018099999999 37.729859999999995, -122.430789 37.73023999999998, -122.430833 37.730335, -122.430945 37.73057800000001, -122.430947 37.730698999999994, -122.43109300000002 37.730655999999996, -122.431192 37.730568000000005, -122.431393 37.731009))",2961.0,0.0,1002,075,S,060750255001002,+37.7339650,-122.4298926,G5040,Block 1002,06,025500,,
60750307002,"POLYGON ((-122.44889299999998 37.734277, -122.448896 37.734379000000004, -122.448884 37.734447, -122.44889 37.734971, -122.44889800000001 37.73579699999999, -122.448876 37.735907999999995, -122.44851999999999 37.736374, -122.448504 37.736389, -122.44933499999998 37.736685, -122.449365 37.737345999999995, -122.449464 37.738016000000016, -122.44932499999999 37.738025, -122.44891900000002 37.73799999999999, -122.448705 37.738027, -122.44848000000002 37.738065, -122.448148 37.73807299999999, -122.44790199999998 37.738057000000005, -122.44754100000002 37.737977, -122.447371 37.73793399999999, -122.44658900000002 37.737587, -122.44622699999998 37.73730700000001, -122.446039 37.737079999999985, -122.44603699999999 37.737023, -122.44612099999999 37.73683299999999, -122.446263 37.736663, -122.44646699999998 37.736541, -122.44667100000001 37.73651499999998, -122.446852 37.73655099999999, -122.44702100000002 37.73666599999999, -122.447125 37.73687099999999, -122.447243 37.737027000000005, -122.447455 37.737190000000005, -122.447809 37.737317999999995, -122.448001 37.73660199999998, -122.44776600000002 37.736557, -122.44759899999998 37.736442000000004, -122.44751 37.736311, -122.447452 37.73616399999999, -122.44736400000001 37.736063, -122.446985 37.735732999999996, -122.44685900000002 37.735658, -122.446663 37.73560199999999, -122.446405 37.735602, -122.446378 37.735416, -122.446291 37.735224, -122.446224 37.735141000000006, -122.446062 37.735011, -122.44583399999998 37.734863000000004, -122.445354 37.734548999999994, -122.44433699999999 37.734556999999995, -122.44297100000001 37.73456399999999, -122.442988 37.73491499999997, -122.443194 37.734997, -122.443541 37.735158999999996, -122.443978 37.735378, -122.44414499999999 37.73548999999999, -122.44420800000002 37.73554600000001, -122.444234 37.735642999999996, -122.44429199999999 37.73574399999999, -122.44432800000001 37.73584499999999, -122.44433699999999 37.73606600000001, -122.44440600000001 37.73621899999999, -122.444306 37.736409, -122.44418799999998 37.736528, -122.444039 37.736574999999995, -122.44384200000002 37.73657999999999, -122.44368300000001 37.736537999999996, -122.44360200000001 37.73650299999999, -122.44365500000002 37.73642799999999, -122.44374599999999 37.73635499999997, -122.44380100000001 37.736239, -122.443829 37.73613399999998, -122.44382399999999 37.736009, -122.443792 37.735921999999995, -122.44374599999999 37.735856, -122.44366600000001 37.735786, -122.44356599999999 37.735729, -122.443453 37.73569199999999, -122.44330099999999 37.735676, -122.443162 37.735688, -122.442429 37.735893999999995, -122.44215500000001 37.73597099999999, -122.442029 37.73599099999999, -122.441927 37.735968, -122.441867 37.73597700000002, -122.44169800000002 37.735951, -122.441384 37.73585999999999, -122.44115199999999 37.73570899999998, -122.44101499999998 37.73556999999999, -122.44069400000001 37.735069, -122.44002399999998 37.73490899999998, -122.43993399999998 37.73485699999999, -122.43957300000001 37.734843, -122.439191 37.73473499999999, -122.43892 37.7346, -122.43862899999999 37.734494000000005, -122.438392 37.73442, -122.43840800000001 37.734341, -122.43855500000001 37.73388699999999, -122.438646 37.733609000000015, -122.43881600000002 37.73308699999999, -122.43946 37.73308299999999, -122.43962099999999 37.73311199999998, -122.439752 37.733110999999994, -122.440903 37.733104, -122.44200199999999 37.733098, -122.44432 37.733087999999995, -122.44660100000002 37.733076999999994, -122.44887299999999 37.73306899999999, -122.44887800000001 37.73381000000001, -122.44889299999998 37.734277))",1833.0,0.0,2003,075,S,060750307002003,+37.7356663,-122.4432905,G5040,Block 2003,06,030700,,
