geoid,block_group,lat,lon
060750264041000,060750264041,37.711108,-122.413654
060750264011010,060750264011,37.7120574,-122.4133254
060750264031008,060750264031,37.7087571,-122.4067875
060750264031002,060750264031,37.7102621,-122.4069237
060750264031003,060750264031,37.7105194,-122.4078277
060750264031004,060750264031,37.7107716,-122.4087356
060750264032008,060750264032,37.7116073,-122.4064026
060750264032009,060750264032,37.7118767,-122.4072231
060750264012009,060750264012,37.7121344,-122.4081264
060750264012006,060750264012,37.7131738,-122.4082703
060750264012007,060750264012,37.7138514,-122.4079803
060750264012008,060750264012,37.714528,-122.4076867
060750264031007,060750264031,37.7091629,-122.4097639
060750264031005,060750264031,37.7110269,-122.4096349
060750264031006,060750264031,37.7112788,-122.4105394
060750264011009,060750264011,37.7115352,-122.4114608
060750264012005,060750264012,37.7125058,-122.4094863
060750264011008,060750264011,37.7128829,-122.4108613
060750264011007,060750264011,37.7131388,-122.4117947
060750264012004,060750264012,37.7137468,-122.4103996
060750264012003,060750264012,37.714426,-122.4101093
060750264012002,060750264012,37.7151082,-122.4098162
060750264012001,060750264012,37.7157885,-122.409532
060750264023006,060750264023,37.7163434,-122.4094375
060750264023007,060750264023,37.7164953,-122.4101275
060759805011010,060759805011,37.7171172,-122.41059
060759805011012,060759805011,37.7190006,-122.4107886
060759805011011,060759805011,37.719475,-122.4089801
060750259002013,060750259002,37.7197928,-122.4107385
060750259002010,060750259002,37.72005,-122.4097541
060750259002012,060750259002,37.7209683,-122.411237
060750259002011,060750259002,37.7212514,-122.4102643
060750264011011,060750264011,37.7125803,-122.4151853
060750264011006,060750264011,37.7133958,-122.4127303
060750264011005,060750264011,37.7136524,-122.413665
060750264011004,060750264011,37.7139083,-122.4145933
060750264011003,060750264011,37.7142733,-122.4153112
060750264011000,060750264011,37.7143416,-122.4126043
060750264011001,060750264011,37.7148959,-122.4146155
060759805011006,060759805011,37.7184334,-122.4129153
060759805011000,060759805011,37.7210518,-122.4135725
060750259001011,060750259001,37.7240679,-122.4146964
060750259002007,060750259002,37.7214995,-122.4092629
060750259002006,060750259002,37.7221865,-122.411729
060750259002005,060750259002,37.7224437,-122.4107438
060750259002004,060750259002,37.7227019,-122.4097592
060750259001008,060750259001,37.7241573,-122.4092722
060750259001006,060750259001,37.7234533,-122.4105033
060750259001007,060750259001,37.7253546,-122.4097705
060750259001001,060750259001,37.7268625,-122.4116645
060750257023003,060750257023,37.7268128,-122.409282
060750259001000,060750259001,37.727757,-122.4107635
060750259002003,060750259002,37.7229584,-122.4087744
060750259002002,060750259002,37.7232285,-122.407794
060750259002001,060750259002,37.7237481,-122.4069143
060750257023009,060750257023,37.7244138,-122.4082844
060750257023010,060750257023,37.7246693,-122.4072977
060750257023008,060750257023,37.7256127,-122.4087845
060750257023007,060750257023,37.7258705,-122.407799
060750257023006,060750257023,37.7261296,-122.4068122
060750257023004,060750257023,37.7270704,-122.4082967
060750257023005,060750257023,37.7273291,-122.4073087
060750259001005,060750259001,37.7243259,-122.413712
060750259001002,060750259001,37.726813,-122.4148053
060750256002009,060750256002,37.7279278,-122.4152034
060750257013007,060750257013,37.7281862,-122.4142155
060750257013008,060750257013,37.7284439,-122.4132303
060750257013009,060750257013,37.7287012,-122.412245
060750257013006,060750257013,37.7290827,-122.4145789
060750257013005,060750257013,37.7293814,-122.4136037
060750257013004,060750257013,37.7296891,-122.4126407
060750257011004,060750257011,37.7300737,-122.4151507
060750257023002,060750257023,37.7280147,-122.409778
060750257013010,060750257013,37.7289589,-122.4112597
060750257013011,060750257013,37.7293455,-122.4097818
060750257013003,060750257013,37.7299968,-122.4116774
060750257013002,060750257013,37.7303027,-122.4107157
060750257013001,060750257013,37.7305912,-122.4097486
060750257012047,060750257012,37.7308235,-122.4117274
060750257012046,060750257012,37.7314352,-122.4119243
060750257012042,060750257012,37.7314461,-122.4098522
060750257012043,060750257012,37.731995,-122.4100758
060750257023001,060750257023,37.7282725,-122.408793
060750257023000,060750257023,37.7285306,-122.4078057
060750257022023,060750257022,37.7287884,-122.4068203
060750257013012,060750257013,37.7297318,-122.4083024
060750257022016,060750257022,37.7299897,-122.4073171
060750257013000,060750257013,37.7308685,-122.4087689
060750257022015,060750257022,37.7311454,-122.4077918
060750257022014,060750257022,37.7314205,-122.4068152
060750257012041,060750257012,37.7320247,-122.4079674
060750257012038,060750257012,37.7325618,-122.4082286
060750234001020,060750234001,37.721588,-122.3948689
060750233001020,060750233001,37.7216916,-122.396503
060750234001021,060750234001,37.7220652,-122.3957925
060750234001018,060750234001,37.7222757,-122.3944165
060750234001019,060750234001,37.7228314,-122.3954525
060750234001016,060750234001,37.7229653,-122.3939673
060750234001017,060750234001,37.723597,-122.3951079
060750234001010,060750234001,37.7240127,-122.3932814
060750234001011,060750234001,37.7247251,-122.3945905
060750234001004,060750234001,37.7258557,-122.3940734
060759806001064,060759806001,37.7232065,-122.371513
060759806001048,060759806001,37.7232447,-122.3731374
060750234002000,060750234002,37.723326,-122.3863437
060759806001024,060759806001,37.7234273,-122.3671999
060759806001044,060759806001,37.7234723,-122.364479
060759806001040,060759806001,37.7227508,-122.3624562
060759806001025,060759806001,37.7237686,-122.3658925
060750232002008,060750232002,37.7247697,-122.3834142
060759806001042,060759806001,37.7252933,-122.3627763
060750234001002,060750234001,37.7259476,-122.3932948
060750233001002,060750233001,37.7254482,-122.3957902
060750234001003,060750234001,37.7266099,-122.3937357
060750234001000,060750234001,37.726941,-122.3926448
060750233001026,060750233001,37.7272509,-122.3948548
060750234001001,060750234001,37.7273567,-122.3934012
060750233001024,060750233001,37.7274552,-122.393657
060750233001025,060750233001,37.7280711,-122.3932537
060750232001018,060750232001,37.72812,-122.3930599
060750233001001,060750233001,37.7281366,-122.3947583
060750234001008,060750234001,37.7253854,-122.3915716
060750232002007,060750232002,37.7255722,-122.3885842
060750234001005,060750234001,37.7260133,-122.3910181
060750232002006,060750232002,37.7261993,-122.388019
060750232001016,060750232001,37.7266333,-122.3904543
060750232002005,060750232002,37.7268259,-122.3874571
060750232001015,060750232001,37.7272577,-122.3898902
060750232002004,060750232002,37.7274498,-122.3868963
060750232001017,060750232001,37.7276302,-122.3921957
060750232001008,060750232001,37.7278851,-122.3893291
060750232002009,060750232002,37.7259531,-122.3825933
060759806001045,060759806001,37.7259822,-122.3633536
060750232002019,060750232002,37.7261477,-122.3796042
060759806001039,060759806001,37.72636,-122.3614184
060759806001027,060759806001,37.7263872,-122.3650606
060750232002010,060750232002,37.7265807,-122.3820322
060759806001041,060759806001,37.7267528,-122.3598391
060750232002018,060750232002,37.7267753,-122.3790446
060759806001014,060759806001,37.7268878,-122.3718931
060759806001037,060759806001,37.7269399,-122.3630299
060759806001043,060759806001,37.727012,-122.3586997
060750232002016,060750232002,37.7270155,-122.3844649
060759806001063,060759806001,37.7270942,-122.3673512
060750232002020,060750232002,37.727099,-122.3812859
060759806001057,060759806001,37.7272721,-122.3784954
060759806001026,060759806001,37.7274518,-122.3649728
060759806001016,060759806001,37.7272518,-122.3698282
060759806001038,060759806001,37.7272667,-122.361076
060750232002015,060750232002,37.7275505,-122.3805793
060759806001015,060759806001,37.7275752,-122.3669263
060750232002011,060750232002,37.7276402,-122.3822094
060750232002017,060750232002,37.7276422,-122.3839026
060759806001017,060759806001,37.7277181,-122.3707047
060759806001035,060759806001,37.7277737,-122.3632011
060759806001018,060759806001,37.7278087,-122.3692141
060750232002003,060750232002,37.7280764,-122.3863341
060759806001013,060759806001,37.728029,-122.3729417
060750232002014,060750232002,37.7281402,-122.381268
060750232002012,060750232002,37.7282685,-122.3833409
060759806001022,060759806001,37.7283273,-122.3701484
060759806001034,060759806001,37.7284161,-122.3655485
060759806001012,060759806001,37.728379,-122.3719181
060759806001062,060759806001,37.728429,-122.3686555
060759806001036,060759806001,37.7285728,-122.3631633
060759806001032,060759806001,37.7286573,-122.3630273
060750232002002,060750232002,37.7287019,-122.3857693
060750231032016,060750231032,37.7287708,-122.3748188
060750232002013,060750232002,37.7288947,-122.3827787
060759806001011,060759806001,37.7289083,-122.3714674
060759806001021,060759806001,37.7289459,-122.3695909
060750233001000,060750233001,37.7288772,-122.3939673
060750232001012,060750232001,37.7288742,-122.392768
060750232001011,060750232001,37.7290835,-122.3925619
060750232001006,060750232001,37.7296144,-122.392253
060750232001007,060750232001,37.7296667,-122.3924905
060750230032005,060750230032,37.7300532,-122.392928
060750230032006,060750230032,37.7301633,-122.3938707
060750230032007,060750230032,37.7302904,-122.3947686
060750232001014,060750232001,37.7303644,-122.3922466
060750230032008,060750230032,37.7304212,-122.3957287
060750232001013,060750232001,37.7283106,-122.3917434
060750232001009,060750232001,37.7285104,-122.3887653
060750232001005,060750232001,37.7289428,-122.391198
060750232001010,060750232001,37.7291368,-122.3882021
060750232001004,060750232001,37.7295696,-122.3906353
060750232003011,060750232003,37.7297621,-122.3876372
060750232001003,060750232001,37.7301955,-122.3900726
060750232001002,060750232001,37.7303116,-122.3918618
060750232003008,060750232003,37.7303872,-122.3870731
060750232003010,060750232003,37.7308215,-122.3895095
060750258002016,060750258002,37.7203718,-122.3996372
060750258002015,060750258002,37.7203933,-122.3999316
060750258002009,060750258002,37.7204136,-122.4001744
060750233001017,060750233001,37.7208009,-122.3985552
060750233001019,060750233001,37.7208723,-122.397533
060750258002017,060750258002,37.7209532,-122.3998829
060750258002010,060750258002,37.7209895,-122.4001595
060750233001018,060750233001,37.7211687,-122.3997602
060750258002006,060750258002,37.7213312,-122.3999916
060750258002007,060750258002,37.7214763,-122.4003077
060750259003007,060750259003,37.719063,-122.4037782
060750264021001,060750264021,37.7190688,-122.4062694
060750259003004,060750259003,37.7198794,-122.4052183
060750259003002,060750259003,37.7200374,-122.4042743
060750259003005,060750259003,37.7202503,-122.4060019
060750259003003,060750259003,37.720638,-122.4045136
060750258001003,060750258001,37.7228007,-122.4043212
060750259002000,060750259002,37.7235645,-122.4060856
060750258001002,060750258001,37.7239958,-122.4048325
060750258001001,060750258001,37.7242472,-122.4038455
060750258001006,060750258001,37.7215973,-122.4038201
060750258001007,060750258001,37.7218506,-122.4028386
060750258002011,060750258002,37.7217753,-122.4006323
060750258002028,060750258002,37.7221063,-122.4018586
060750258002002,060750258002,37.7227864,-122.4012909
060750258002003,060750258002,37.7227398,-122.4008086
060750258002000,060750258002,37.7230545,-122.4006823
060750258001004,060750258001,37.7230479,-122.4033379
060750258001005,060750258001,37.7233048,-122.4023583
060750258002001,060750258002,37.7235164,-122.4011452
060750233001013,060750233001,37.7218347,-122.3972599
060750258002004,060750258002,37.7218923,-122.4004567
060750233001014,060750233001,37.7219846,-122.3977709
060750258002005,060750258002,37.7220095,-122.4002466
060750233001015,060750233001,37.722089,-122.3983373
060750233001016,060750233001,37.722268,-122.3991142
060750233001011,060750233001,37.7226571,-122.3998484
060750233001012,060750233001,37.723232,-122.4004133
060750233001003,060750233001,37.725473,-122.3990042
060750233001004,060750233001,37.7271356,-122.3982136
060750258001000,060750258001,37.7245057,-122.402854
060750257021013,060750257021,37.7245756,-122.4015526
060750257021012,060750257021,37.7245981,-122.4012897
060750257021014,060750257021,37.7245733,-122.4020021
060750257021008,060750257021,37.7257041,-122.4033508
060750257021009,060750257021,37.7259213,-122.4025518
060750257021010,060750257021,37.7260213,-122.4021023
060750257021011,060750257021,37.726144,-122.4018175
060750257021002,060750257021,37.727115,-122.4030342
060750257021001,060750257021,37.7272508,-122.4025832
060750257023011,060750257023,37.7249281,-122.4063136
060750257021006,060750257021,37.7251879,-122.4053287
060750257021007,060750257021,37.7254455,-122.4043435
060750257021005,060750257021,37.7263862,-122.4058267
060750257021004,060750257021,37.7266449,-122.4048421
060750257021003,060750257021,37.7269037,-122.4038476
060750257022022,060750257022,37.7277165,-122.405828
060750257022021,060750257022,37.7281033,-122.4043439
060750257022018,060750257022,37.7290459,-122.4058347
060750257022020,060750257022,37.7290244,-122.403841
060750233001007,060750233001,37.7277127,-122.3979462
060750233001005,060750233001,37.727957,-122.3973355
060750233001008,060750233001,37.7280061,-122.4001786
060750233001006,060750233001,37.7287088,-122.3975302
060750233001009,060750233001,37.7294373,-122.3970373
060750233001010,060750233001,37.7294698,-122.3991601
060750230031011,060750230031,37.7306748,-122.3974651
060750230031010,060750230031,37.7308042,-122.398361
060750230031009,060750230031,37.7309956,-122.3994273
060750230031008,060750230031,37.7320102,-122.3972376
060750257021000,060750257021,37.7273604,-122.4022226
060750230013009,060750230013,37.7279497,-122.4020897
060750230013008,060750230013,37.7286074,-122.4020767
060750230013007,060750230013,37.7294129,-122.4019867
060750230013004,060750230013,37.730053,-122.4014867
060750257022009,060750257022,37.7294921,-122.4032448
060750230013006,060750230013,37.7302753,-122.40304
060750257022008,060750257022,37.7303408,-122.4034306
060750230013005,060750230013,37.7306492,-122.4027082
060750257022019,060750257022,37.729306,-122.4048435
060750257022005,060750257022,37.7298265,-122.4037491
060750257022017,060750257022,37.730247,-122.4063314
060750257022012,060750257022,37.7305072,-122.4053381
060750257022006,060750257022,37.73146,-122.4043418
060750257022010,060750257022,37.7313708,-122.4048851
060750257022013,060750257022,37.7316975,-122.4058352
060750257012040,060750257012,37.7325249,-122.4063258
060750257022011,060750257022,37.7333598,-122.4059435
060750257022004,060750257022,37.7334256,-122.405676
060750230013002,060750230013,37.7307176,-122.4007888
060750230013003,060750230013,37.7318189,-122.4010606
060750230013001,060750230013,37.7322968,-122.4029097
060750230013000,060750230013,37.7329718,-122.401198
060750230012006,060750230012,37.7338951,-122.4010871
060750230011041,060750230011,37.7341546,-122.4031794
060750230011042,060750230011,37.7343757,-122.4025187
060750230011043,060750230011,37.7351893,-122.4023343
060750230011031,060750230011,37.7354657,-122.4032257
060750230011029,060750230011,37.7364551,-122.4009878
060750231032018,060750231032,37.7289859,-122.3813038
060759806001019,060759806001,37.7290266,-122.3680193
060759806001033,060759806001,37.729192,-122.36307
060759806001010,060759806001,37.7291975,-122.3710751
060759806001029,060759806001,37.729331,-122.3637512
060750232002001,060750232002,37.7293269,-122.3852053
060750231032015,060750231032,37.7294599,-122.3737799
060759806001028,060759806001,37.7292561,-122.3654251
060759806001031,060759806001,37.729639,-122.3605825
060750231032017,060750231032,37.729651,-122.3789393
060759806001030,060759806001,37.7298593,-122.362842
060759806001020,060759806001,37.7300038,-122.3677699
060750232002000,060750232002,37.7299519,-122.3846413
060759806001005,060759806001,37.7301359,-122.3670291
060759806001002,060759806001,37.7304157,-122.3636226
060750231032007,060750231032,37.7306318,-122.3771527
060750231032011,060750231032,37.7307167,-122.3726676
060759806001001,060759806001,37.7309467,-122.3644803
060750231021005,060750231021,37.7312332,-122.3797263
060750231022004,060750231022,37.7314825,-122.3844109
060750231021007,060750231021,37.7314592,-122.3803922
060750231032006,060750231032,37.7316184,-122.3761093
060759806001008,060759806001,37.7319507,-122.370225
060750231032010,060750231032,37.731779,-122.374542
060750231022005,060750231022,37.7318837,-122.3829687
060750231032002,060750231032,37.7319647,-122.3715897
060750231021006,060750231021,37.7322839,-122.3820062
060750231032008,060750231032,37.7321344,-122.3786949
060759806001003,060759806001,37.7312255,-122.3680879
060750232003007,060750232003,37.7310117,-122.3865087
060750232001000,060750232001,37.7309919,-122.3914359
060750232001001,060750232001,37.7312445,-122.3919387
060750232003009,060750232003,37.7314479,-122.3889466
060750230032004,060750230032,37.7316096,-122.3922149
060750232003004,060750232003,37.7316955,-122.3910209
060750232003005,060750232003,37.732031,-122.3916636
060750232003006,060750232003,37.7320751,-122.388384
060750232003002,060750232003,37.7324004,-122.3906022
060750231022007,060750231022,37.7326949,-122.3878272
060750230031013,060750230031,37.7305643,-122.3966248
060750230032009,060750230032,37.7314162,-122.3956148
060750230031012,060750230031,37.731593,-122.3965773
060750230032003,060750230032,37.7316718,-122.3930019
060750230032002,060750230032,37.731798,-122.3938868
060750230032001,060750230032,37.7319279,-122.3948123
060750230031016,060750230031,37.7325823,-122.3953136
060750230032000,060750230032,37.7329954,-122.3933418
060750230031015,060750230031,37.7333266,-122.3947633
060750612002017,060750612002,37.7334481,-122.392543
060759806001009,060759806001,37.7327423,-122.3695723
060750231032003,060750231032,37.7327194,-122.3731704
060750231032004,060750231032,37.7327891,-122.3752352
060750231032005,060750231032,37.7327633,-122.3762223
060750179021077,060750179021,37.732846,-122.3744548
060750231022003,060750231022,37.7329752,-122.3855128
060750231032009,060750231032,37.7331278,-122.377207
060750231032001,060750231032,37.7331452,-122.3708425
060750179021076,060750179021,37.7331529,-122.3751664
060750231021014,060750231021,37.7332242,-122.3805132
060750231021013,060750231021,37.7332743,-122.3847725
060750179021078,060750179021,37.7333137,-122.3738999
060750179021071,060750179021,37.7333287,-122.3703746
060759806001004,060759806001,37.7333668,-122.3690131
060750231022002,060750231022,37.7334558,-122.3855741
060750231032012,060750231032,37.7336672,-122.3761834
060750179021075,060750179021,37.7337622,-122.374677
060750231032000,060750231032,37.7338673,-122.3719034
060750179021072,060750179021,37.7339001,-122.369955
060750179021069,060750179021,37.7339107,-122.3733
060750232003003,060750232003,37.7328288,-122.3913844
060750232003001,060750232003,37.7331077,-122.3901822
060750231022006,060750231022,37.7333181,-122.387264
060750232003000,060750232003,37.7336189,-122.3911082
060750612001029,060750612001,37.733759,-122.3896964
060750612002015,060750612002,37.734202,-122.3920993
060750231022001,060750231022,37.7342552,-122.3866654
060750612001027,060750612001,37.734453,-122.390633
060750612001028,060750612001,37.7344077,-122.390832
060750612001025,060750612001,37.7345159,-122.3893451
060759806001006,060759806001,37.7339929,-122.3684512
060750231021008,060750231021,37.7340648,-122.3837721
060750231021012,060750231021,37.734327,-122.3852597
060750231032013,060750231032,37.7342667,-122.3756039
060750231022000,060750231022,37.7337185,-122.3855453
060750179021070,060750179021,37.7344304,-122.3724266
060750179021073,060750179021,37.7345212,-122.3693893
060750179021064,060750179021,37.7347119,-122.3714872
060750179021068,060750179021,37.7346084,-122.3744418
060759806001007,060759806001,37.734843,-122.3676838
060750230031014,060750230031,37.7336134,-122.3955397
060750230031004,060750230031,37.7345298,-122.3970938
060750612002016,060750612002,37.7338337,-122.392319
060750230031005,060750230031,37.7339174,-122.3964176
060750230031006,060750230031,37.7342682,-122.3945105
060750230031001,060750230031,37.7357195,-122.3959133
060750230031007,060750230031,37.735092,-122.3940871
060750612002005,060750612002,37.7358839,-122.3934369
060750230031000,060750230031,37.7363198,-122.3958726
060750612002004,060750612002,37.7365068,-122.3928693
060750257011005,060750257011,37.7302538,-122.4144734
060750257011006,060750257011,37.7304745,-122.4138238
060750257011007,060750257011,37.7306964,-122.4131791
060750257012045,060750257012,37.7320462,-122.4121253
060750257012050,060750257012,37.7333653,-122.4120882
060750254032001,060750254032,37.7330359,-122.414146
060750254032000,060750254032,37.7336861,-122.4121222
060750254032002,060750254032,37.7341083,-122.4133539
060750254023019,060750254023,37.7352291,-122.4120857
060750254022011,060750254022,37.7352619,-122.4127065
060750257012044,060750257012,37.7325477,-122.4102972
060750257012032,060750257012,37.733173,-122.4105399
060750257012033,060750257012,37.7332612,-122.411651
060750257012034,060750257012,37.7340304,-122.4102648
060750257012049,060750257012,37.7344817,-122.4101947
060750254032003,060750254032,37.7344245,-122.412101
060750257012035,060750257012,37.7346631,-122.4088568
060750254023020,060750254023,37.7348305,-122.4102819
060750254023014,060750254023,37.7350612,-122.4105964
060750254023021,060750254023,37.7350958,-122.4095726
060750257012039,060750257012,37.7330561,-122.4066059
060750257012037,060750257012,37.7331029,-122.4084884
060750257012036,060750257012,37.7335899,-122.4068878
060750257012031,060750257012,37.7340992,-122.4071654
060750257012029,060750257012,37.73417,-122.4085535
060750257012048,060750257012,37.7343737,-122.408896
060750257012030,060750257012,37.7345618,-122.4075497
060750257022002,060750257022,37.7346556,-122.4067149
060750257022001,060750257022,37.7349208,-122.4066023
060750257012025,060750257012,37.7349804,-122.4075404
060750257012024,060750257012,37.7349772,-122.4078684
060750257012022,060750257012,37.7350513,-122.4085104
060750257012026,060750257012,37.7351745,-122.4070366
060750257012014,060750257012,37.7352428,-122.4067714
060750257012015,060750257012,37.7353122,-122.4065167
060750257012023,060750257012,37.7353369,-122.4078202
060750257012017,060750257012,37.7353721,-122.407083
060750257012019,060750257012,37.7354751,-122.4075224
060750257012005,060750257012,37.7355003,-122.4069141
060750257012020,060750257012,37.7356858,-122.4078343
060750257012021,060750257012,37.7356249,-122.4082964
060750257012018,060750257012,37.7356452,-122.4073429
060750257012016,060750257012,37.7358075,-122.4077392
060750257012007,060750257012,37.7358306,-122.4071567
060750257012009,060750257012,37.735874,-122.4075411
060750257012013,060750257012,37.7359112,-122.4085204
060750257012006,060750257012,37.7360002,-122.407189
060750254023011,060750254023,37.7360555,-122.408783
060750257012012,060750257012,37.7360711,-122.4083255
060750257012027,060750257012,37.7351511,-122.4090171
060750254023018,060750254023,37.7353026,-122.4114833
060750254023015,060750254023,37.7352993,-122.4103441
060750254023013,060750254023,37.7353557,-122.4094918
060750254023012,060750254023,37.7354572,-122.409657
060750257012028,060750257012,37.7356489,-122.4088445
060750254023006,060750254023,37.7361513,-122.4102688
060750254023007,060750254023,37.7362703,-122.409218
060750254023008,060750254023,37.7362625,-122.408999
060750254023017,060750254023,37.736358,-122.4113621
060750254022010,060750254022,37.7352958,-122.4133267
060750254022009,060750254022,37.7353296,-122.4139492
060750254021013,060750254021,37.7353624,-122.414572
060750254021012,060750254021,37.735396,-122.4151912
060750254022006,060750254022,37.7364285,-122.4126015
060750254022007,060750254022,37.7364637,-122.413221
060750254022008,060750254022,37.7364991,-122.4138437
060750254021006,060750254021,37.7365352,-122.4144662
060750254021007,060750254021,37.7365704,-122.415084
060750254022005,060750254022,37.7376398,-122.412492
060750257012010,060750257012,37.7361233,-122.4077155
060750254023010,060750254023,37.7362835,-122.4085917
060750257012011,060750257012,37.7364148,-122.4081114
060750257012000,060750257012,37.7364561,-122.4068934
060750257012004,060750257012,37.7370005,-122.4079524
060750257012003,060750257012,37.7369126,-122.4076462
060750254023009,060750254023,37.7369307,-122.4085212
060750257012002,060750257012,37.7370759,-122.4073646
060750230011045,060750230011,37.7371366,-122.4068028
060750257012001,060750257012,37.7378152,-122.4072945
060750254023016,060750254023,37.7363928,-122.4119818
060750254023005,060750254023,37.7375245,-122.4106295
060750254023004,060750254023,37.7375697,-122.4112495
060750254023003,060750254023,37.7376048,-122.4118714
060750251003036,060750251003,37.7380466,-122.409115
060750251003038,060750251003,37.7385155,-122.4099176
060750254023000,060750254023,37.7389574,-122.4104978
060750254023001,060750254023,37.739001,-122.4111173
060750254023002,060750254023,37.7390235,-122.4117376
060750251003035,060750251003,37.7392838,-122.4092261
060750254022004,060750254022,37.737674,-122.4131113
060750254022003,060750254022,37.73771,-122.4137337
060750254021005,060750254021,37.7377451,-122.4143574
060750254021004,060750254021,37.7377792,-122.4149748
060750254021000,060750254021,37.7386354,-122.4142672
060750254022002,060750254022,37.7386431,-122.4136438
060750254021001,060750254021,37.7386534,-122.4148975
060750254022001,060750254022,37.7387165,-122.4129952
060750254022000,060750254022,37.7388922,-122.4123614
060750252003016,060750252003,37.739616,-122.4142954
060750230031003,060750230031,37.7323525,-122.3981756
060750230031002,060750230031,37.7327644,-122.3989012
060750230012007,060750230012,37.7331854,-122.3996275
060750230012005,060750230012,37.7343181,-122.4004866
060750230012004,060750230012,37.7345956,-122.3996158
060750230012008,060750230012,37.7347842,-122.3986496
060750230012003,060750230012,37.7353814,-122.3989075
060750230012002,060750230012,37.7358475,-122.3992724
060750230012001,060750230012,37.736286,-122.3978515
060750230012000,060750230012,37.7368841,-122.397082
060750257022007,060750257022,37.7335451,-122.4053323
060750230011046,060750230011,37.7337667,-122.4047963
060750230011040,060750230011,37.733887,-122.404033
060750257022003,060750257022,37.7344929,-122.4063154
060750257022000,060750257022,37.7347329,-122.4061052
060750230011044,060750230011,37.7350357,-122.4058039
060750230011038,060750230011,37.7350102,-122.4050681
060750230011039,060750230011,37.7352528,-122.4041274
060750230011036,060750230011,37.7354721,-122.405982
060750230011037,060750230011,37.7357553,-122.4051785
060750230011035,060750230011,37.7359411,-122.4061491
060750230011034,060750230011,37.7361042,-122.4052398
060750230011032,060750230011,37.7362345,-122.4041316
060750230011033,060750230011,37.7363304,-122.4043245
060750230011018,060750230011,37.737232,-122.4062522
060750230011016,060750230011,37.7373537,-122.4052988
060750230011011,060750230011,37.7375355,-122.4043596
060750230011019,060750230011,37.7381432,-122.4062976
060750230011017,060750230011,37.7384169,-122.4053289
060759809001125,060759809001,37.7386017,-122.4061646
060750230011027,060750230011,37.736688,-122.4029372
060750230011025,060750230011,37.7367412,-122.4032465
060750230011015,060750230011,37.7370207,-122.4035168
060750230011028,060750230011,37.7371164,-122.4023753
060750230011013,060750230011,37.7372202,-122.4025082
060750230011026,060750230011,37.7376831,-122.4017729
060750230011014,060750230011,37.737691,-122.4032026
060750230011009,060750230011,37.7377786,-122.4017953
060750230011010,060750230011,37.7383114,-122.4027473
060750230011005,060750230011,37.7383261,-122.4011582
060750230011030,060750230011,37.7369762,-122.3986496
060750230011023,060750230011,37.7374868,-122.3978795
060750230011020,060750230011,37.7378068,-122.400162
060750230011024,060750230011,37.7380009,-122.3971624
060750230011022,060750230011,37.7384234,-122.3995787
060750230011004,060750230011,37.7390485,-122.3990093
060750230011002,060750230011,37.7392529,-122.4002877
060750230011003,060750230011,37.7395838,-122.3999417
060750230011001,060750230011,37.7396111,-122.4002814
060759809001109,060759809001,37.7396751,-122.3984497
060750251003037,060750251003,37.7378431,-122.4082721
060750251003047,060750251003,37.737865,-122.4079491
060750251003044,060750251003,37.7380969,-122.4075259
060750251003045,060750251003,37.7381389,-122.4071547
060750251003046,060750251003,37.7386581,-122.4071244
060750251003043,060750251003,37.7387926,-122.4069938
060750251003040,060750251003,37.7389224,-122.4078328
060750251003039,060750251003,37.7388714,-122.4080465
060759809001126,060759809001,37.7389226,-122.4066195
060750251003041,060750251003,37.738662,-122.4075165
060750230011006,060750230011,37.7387456,-122.4018589
060750230011021,060750230011,37.7389155,-122.4005479
060750230011008,060750230011,37.7391982,-122.4010218
060750230011007,060750230011,37.7391838,-122.4025804
060759809001114,060759809001,37.7394469,-122.4027414
060759809001086,060759809001,37.7398055,-122.403637
060759809001087,060759809001,37.7403761,-122.4036675
060759809001088,060759809001,37.7407428,-122.4017659
060759809001089,060759809001,37.741908,-122.4023445
060759809001064,060759809001,37.742618,-122.4019494
060750230011012,060750230011,37.7386047,-122.404655
060759809001083,060759809001,37.7404544,-122.4046527
060759809001100,060759809001,37.7407296,-122.405879
060759809001101,060759809001,37.7402191,-122.4069393
060759809001084,060759809001,37.7424502,-122.4047455
060759809001085,060759809001,37.7426597,-122.4051969
060750251003027,060750251003,37.7435416,-122.4054222
060750251003026,060750251003,37.7437234,-122.4058684
060750251003024,060750251003,37.7440841,-122.4050397
060750251003025,060750251003,37.7442038,-122.4055071
060750230011000,060750230011,37.739806,-122.4003413
060759809001102,060759809001,37.7402072,-122.3993811
060759809001092,060759809001,37.7405059,-122.3991607
060759809001090,060759809001,37.7407518,-122.4003508
060759809001103,060759809001,37.7408263,-122.398825
060759809001091,060759809001,37.7413699,-122.399791
060759809001094,060759809001,37.7416763,-122.3980535
060759809001093,060759809001,37.7418808,-122.3979173
060759809001082,060759809001,37.7423011,-122.3989454
060759809001080,060759809001,37.7427743,-122.397127
060750251003042,060750251003,37.7392371,-122.4073462
060750251003028,060750251003,37.7415176,-122.4067879
060750251003029,060750251003,37.7401108,-122.4078653
060750251003030,060750251003,37.7415364,-122.40782
060750251002007,060750251002,37.7423528,-122.4084955
060750251003031,060750251003,37.74308,-122.4074341
060750251002005,060750251002,37.7440645,-122.4083205
060750251003022,060750251003,37.7440044,-122.4066797
060750251002006,060750251002,37.7442978,-122.4074939
060750251003021,060750251003,37.7444478,-122.4064292
